Entidad,Municipio,SO_2,CO,NOx,COV,PM_010,PM_2_5,NH_3
Aguascalientes,Aguascalientes,907.1750000000001,51566.526000000005,12511.863,21567.916,2601.617,1389.116,13748.262999999999
Aguascalientes,Asientos,10.119,1568.4119999999998,831.565,2294.086,806.08,452.848,5182.0380000000005
Aguascalientes,Calvillo,15.91,2395.4990000000003,716.46,3500.0209999999997,281.688,109.99999999999999,380.88
Aguascalientes,Cosío,4.351,641.0550000000001,550.936,1529.7169999999999,93.845,42.697,2243.721
Aguascalientes,El Llano,7.539,1021.761,750.669,2188.581,237.434,92.46799999999999,5145.328
Aguascalientes,Jesús María,60.254999999999995,5315.832,1415.407,3559.67,494.94399999999996,296.327,1571.078
Aguascalientes,Pabellón de Arteaga,56.9,2009.6640000000002,925.1089999999999,3210.288,164.025,105.81,7722.597
Aguascalientes,Rincón de Romos,18.924999999999997,3029.0339999999997,943.189,2317.691,278.83,163.082,3488.959
Aguascalientes,San Francisco de Los Romo,105.784,1994.8179999999998,1275.848,3512.416,340.605,178.81599999999997,4971.608
Aguascalientes,San José de Gracia,2.1950000000000003,359.203,175.877,515.511,108.091,23.23,256.229
Aguascalientes,Tepezalá,2617.6009999999997,2704.334,3177.718,2077.416,322.868,186.035,2048.969
Baja California,Ensenada,559.9549999999999,37875.848,7606.583,10849.782000000001,4496.7609999999995,2330.574,1444.9959999999999
Baja California,Mexicali,1560.879,70960.152,19884.612,24792.300000000003,11520.119999999999,4988.223,3772.3500000000004
Baja California,Playas de Rosarito,42.146,6649.146,5623.504,4337.755999999999,675.183,660.9910000000001,283.67900000000003
Baja California,Tecate,83.586,6426.4259999999995,1634.62,2708.615,302.207,220.719,428.268
Baja California,Tijuana,979.4219999999999,81243.42700000001,22237.176,39892.974,2572.76,1989.6039999999998,2060.092
Baja California Sur,Comondú,8650.316,9273.07,11011.967999999999,2163.767,1193.158,518.533,689.798
Baja California Sur,La Paz,28300.831000000002,41776.655,27095.864,8557.564,2957.908,1454.4560000000001,620.412
Baja California Sur,Loreto,24.064,1830.0249999999999,784.677,545.64,307.656,82.633,64.799
Baja California Sur,Los Cabos,286.262,34903.945,9382.556,9477.007,734.413,477.71000000000004,466.722
Baja California Sur,Mulegé,945.5899999999999,6929.374,4173.479,1592.6090000000002,2537.939,357.44199999999995,174.863
Campeche,Calakmul,15.837999999999997,2853.396,400.77299999999997,6407.701,588.454,337.158,381.752
Campeche,Calkiní,66.437,9318.612000000001,846.0120000000001,5485.076,867.842,720.924,440.465
Campeche,Campeche,105380.75,33441.04,10345.35,12188.528,3040.2709999999997,2284.896,2799.865
Campeche,Candelaria,24.053,4290.875,519.792,4211.1720000000005,602.847,357.863,481.659
Campeche,Carmen,1471.2250000000001,27499.429,19897.3,7022.383,3811.854,3427.6820000000002,723.529
Campeche,Champotón,541.333,13807.019,1750.67,7237.329,3297.9030000000002,2237.732,853.5339999999999
Campeche,Escárcega,46.967,6797.991,1027.666,5477.418,673.66,457.745,553.837
Campeche,Hecelchakán,22.36,4229.656,542.829,5263.354,604.82,492.111,466.539
Campeche,Hopelchén,67.81,12113.158,984.587,7211.202,2365.839,1732.112,914.183
Campeche,Palizada,56.775,1829.159,455.38599999999997,2214.594,390.243,229.06,257.231
Campeche,Tenabo,10.492999999999999,1786.67,332.726,5062.351,269.64500000000004,216.838,153.9
Chiapas,Acacoyagua,2.659,682.3389999999999,344.373,7655.985999999999,99.501,84.84099999999998,153.127
Chiapas,Acala,8.471,1882.947,1020.2360000000001,3216.6000000000004,175.62800000000001,146.993,153.62
Chiapas,Acapetahua,14.892000000000001,2599.1569999999997,1789.332,4354.58,218.458,180.801,136.153
Chiapas,Aldama,1.0919999999999999,309.024,68.819,953.7329999999998,39.275999999999996,34.882,41.254000000000005
Chiapas,Altamirano,6.99,1781.09,756.42,17606.619,215.71099999999998,183.73999999999998,251.618
Chiapas,Amatenango de La Frontera,7.071,1878.47,298.905,1468.1390000000001,192.36499999999998,170.827,298.66200000000003
Chiapas,Amatenango del Valle,2.243,580.0200000000001,289.67,1138.5720000000001,85.635,74.622,60.378
Chiapas,Amatán,4.317,1132.446,691.1890000000001,7408.669,146.782,124.314,172.957
Chiapas,Arriaga,24.433,4559.513,1757.901,8815.328,226.971,183.314,192.791
Chiapas,Bejucal de Ocampo,1.525,404.92299999999994,69.902,235.889,50.974999999999994,43.473,35.698
Chiapas,Bella Vista,4.558,1232.549,661.8409999999999,3719.222,147.65,125.02000000000001,256.78799999999995
Chiapas,Benemérito de Las Américas,10.845999999999998,2070.928,1624.299,20327.471999999998,159.93200000000002,122.51899999999999,134.88
Chiapas,Berriozábal,10.479,2230.592,982.553,8065.3369999999995,131.21699999999998,113.46,452.995
Chiapas,Bochil,7.806,1856.851,553.196,4788.3330000000005,189.581,159.85,141.742
Chiapas,Cacahoatán,10.024000000000001,2507.887,637.577,5261.209,179.26500000000001,164.183,416.194
Chiapas,Capitán Luis Ángel Vidal,0.0,0.565,0.01,11.877,0.2839999999999999,0.227,0.0
Chiapas,Catazajá,6.712,1344.981,1378.235,4371.3460000000005,189.631,138.105,190.91
Chiapas,Chalchihuitán,3.477,931.741,164.80800000000002,5805.393999999999,129.182,109.24799999999999,188.872
Chiapas,Chamula,22.994,5575.208,1026.9740000000002,7665.956,547.966,496.96000000000004,490.463
Chiapas,Chanal,2.101,518.524,203.707,684.3430000000001,76.41199999999998,65.238,79.526
Chiapas,Chapultenango,1.291,355.013,260.31,3788.277,43.697,36.605000000000004,63.562
Chiapas,Chenalhó,6.956,1934.873,540.108,5263.558,218.321,192.65900000000002,313.393
Chiapas,Chiapa de Corzo,85.38,6049.574,2067.5789999999997,6215.189,453.83400000000006,372.937,281.34000000000003
Chiapas,Chiapilla,1.716,426.524,146.894,385.768,52.478,44.855,34.527
Chiapas,Chicoasén,0.791,177.016,76.625,1032.429,20.035999999999998,16.469,26.064
Chiapas,Chicomuselo,11.742999999999999,2777.89,1380.445,8797.886999999999,290.543,253.167,521.059
Chiapas,Chilón,22.664,6006.313,1706.029,48326.253,793.6800000000001,665.303,1129.319
Chiapas,Cintalapa,27.335,4376.285,2756.755,29048.825,655.087,530.904,371.238
Chiapas,Coapilla,1.9049999999999998,498.395,198.53099999999998,3669.927,68.075,57.348,62.806
Chiapas,Comitán de Domínguez,56.413,11751.930999999999,2831.782,7304.755999999999,1096.874,973.898,517.898
Chiapas,Copainalá,7.434,1686.686,592.47,4702.159000000001,114.312,98.715,123.766
Chiapas,El Bosque,4.724,1281.296,274.187,7613.691000000001,150.778,125.017,278.621
Chiapas,El Parral,0.108,12.574,0.7109999999999999,94.306,5.809,5.119,0.0
Chiapas,El Porvenir,3.034,772.0169999999999,150.964,860.2439999999999,84.929,74.11800000000001,53.653
Chiapas,Emiliano Zapata,0.006,2.168,0.065,41.876,1.063,0.873,0.0
Chiapas,Escuintla,7.529999999999999,1820.8029999999999,763.7660000000001,9694.018,159.676,135.597,461.84999999999997
Chiapas,Francisco León,1.252,344.016,434.89,4667.983,50.056,40.495,58.144999999999996
Chiapas,Frontera Comalapa,24.82,5606.023,2084.42,6399.546,518.856,436.757,582.231
Chiapas,Frontera Hidalgo,4.082,963.5649999999999,336.19100000000003,909.2529999999999,126.428,102.176,63.802
Chiapas,Huehuetán,14.185,2484.0280000000002,1600.362,3657.4249999999997,208.471,183.479,199.083
Chiapas,Huitiupán,5.204,1353.403,744.3109999999999,11125.312,182.654,148.213,199.94299999999998
Chiapas,Huixtla,118.72299999999998,5059.813999999999,1743.003,4582.232,2543.073,1585.6119999999999,358.426
Chiapas,Huixtán,4.41,1167.155,1285.048,3081.341,140.59500000000003,122.54899999999999,125.771
Chiapas,Ixhuatán,1.94,533.2429999999999,299.611,3444.8559999999998,60.635,52.934,72.73899999999999
Chiapas,Ixtacomitán,2.504,549.876,400.284,2388.075,46.619,40.077,57.096000000000004
Chiapas,Ixtapa,5.862,1440.613,397.573,1425.4810000000002,154.16000000000003,134.93800000000002,101.18
Chiapas,Ixtapangajoya,1.434,284.866,339.85,1918.208,34.660000000000004,29.322000000000003,42.818
Chiapas,Jiquipilas,32.315,4903.451,2435.0299999999997,11518.596000000001,492.509,401.81600000000003,204.324
Chiapas,Jitotol,5.162,1177.155,369.27,4575.691,129.05599999999998,112.752,119.01899999999999
Chiapas,Juárez,8.384,1574.1000000000001,2536.6899999999996,7450.155,104.759,74.56099999999999,153.33800000000002
Chiapas,La Concordia,49.886,7431.897,2924.384,25424.259000000002,835.9609999999998,667.983,964.95
Chiapas,La Grandeza,1.414,374.454,81.348,251.221,44.805,38.183,39.366
Chiapas,La Independencia,12.376,3342.286,1069.877,16190.952,355.33,293.3,447.427
Chiapas,La Libertad,1.854,449.05199999999996,892.979,2134.218,67.407,42.845,121.661
Chiapas,La Trinitaria,23.151999999999997,5934.2119999999995,3600.661,23605.237,593.736,497.306,809.015
Chiapas,Larráinzar,4.89,1316.125,307.83000000000004,7456.885,140.91199999999998,121.48400000000001,112.08
Chiapas,Las Margaritas,27.151,6689.068,4932.932000000001,91940.155,797.399,646.59,1319.6760000000002
Chiapas,Las Rosas,17.584,2254.567,900.47,2492.701,250.244,221.416,117.41199999999999
Chiapas,Mapastepec,14.985,3555.831,2482.503,26087.044,255.591,294.153,306.74399999999997
Chiapas,Maravilla Tenejapa,2.449,628.11,1067.115,18413.797000000002,85.91799999999998,72.65700000000001,169.368
Chiapas,Marqués de Comillas,2.091,579.463,1087.3880000000001,19448.258,103.41,75.123,113.329
Chiapas,Mazapa de Madero,2.273,506.21999999999997,181.834,1533.789,48.03,42.003,23.979000000000003
Chiapas,Mazatán,13.396,2293.597,1057.474,3273.697,293.949,222.624,147.058
Chiapas,Metapa,0.7659999999999999,195.03699999999998,94.66199999999998,277.704,30.029,25.222,23.295
Chiapas,Mezcalapa,0.022,3.586,0.165,44.693,1.697,1.454,0.0
Chiapas,Mitontic,2.153,583.0690000000001,110.17599999999999,2184.612,71.68599999999999,63.747,75.795
Chiapas,Montecristo de Guerrero,1.261,347.486,92.473,5974.885,51.262,43.015,189.184
Chiapas,Motozintla,9.733,2491.188,1265.423,8401.69,396.66499999999996,320.44300000000004,736.079
Chiapas,Nicolás Ruíz,0.884,244.343,164.31199999999998,504.38,33.289,27.665000000000003,22.232999999999997
Chiapas,Ocosingo,42.995999999999995,10601.460000000001,11708.894999999999,332083.813,1367.042,999.684,1236.044
Chiapas,Ocotepec,1.9820000000000002,551.257,35.615,5040.661,72.14099999999998,64.329,83.19200000000001
Chiapas,Ocozocoautla de Espinosa,28.115,5614.378,3192.785,35598.666,513.313,425.647,9313.820000000002
Chiapas,Ostuacán,12.994,1095.748,1448.2839999999999,5567.812,151.15400000000002,104.01299999999998,230.043
Chiapas,Osumacinta,0.7349999999999999,173.089,115.429,1140.148,25.860000000000003,20.167,33.217
Chiapas,Oxchuc,9.118,2447.809,540.3489999999999,2847.384,274.931,242.756,357.07800000000003
Chiapas,Palenque,47.408,9279.743999999999,5069.219999999999,35824.808999999994,891.3069999999999,689.499,829.383
Chiapas,Pantelhó,3.689,988.839,319.295,2034.539,119.545,103.633,181.95899999999997
Chiapas,Pantepec,2.361,631.382,141.88299999999998,3110.794,71.407,64.821,46.383
Chiapas,Pichucalco,12.205,2208.184,1566.0410000000002,4438.361,172.786,132.76199999999997,235.631
Chiapas,Pijijiapan,16.197,3561.407,2140.771,18613.0,353.577,255.961,476.875
Chiapas,Pueblo Nuevo Solistahuacán,10.682,1758.8110000000001,545.881,14575.904,217.06099999999998,177.08100000000002,212.798
Chiapas,Rayón,1.8259999999999998,400.808,177.178,2788.959,42.788999999999994,38.278,32.129999999999995
Chiapas,Reforma,10903.749,6261.897000000001,4848.986,4560.155000000001,397.672,358.17199999999997,213.28099999999998
Chiapas,Rincón Chamula San Pedro,0.0,1.695,0.031,35.752,0.8509999999999999,0.68,0.0
Chiapas,Sabanilla,5.403,1459.3829999999998,617.691,6656.871,204.533,169.671,279.132
Chiapas,Salto de Agua,15.273,3636.542,2400.353,19029.868000000002,520.765,406.47,395.714
Chiapas,San Andrés Duraznal,0.979,272.016,65.775,1817.348,42.109,34.309,57.265
Chiapas,San Cristóbal de las Casas,67.306,13798.778999999999,2459.424,4609.192,478.165,428.634,361.237
Chiapas,San Fernando,8.03,1850.419,488.28200000000004,3878.947,127.882,111.88499999999999,147.36200000000002
Chiapas,San Juan Cancuc,6.278,1678.154,496.452,4125.533,223.242,193.956,277.419
Chiapas,San Lucas,1.587,433.555,134.933,507.277,55.91,49.168000000000006,42.747
Chiapas,Santiago El Pinar,1.0290000000000001,217.841,47.601,629.918,36.604,32.096,35.641
Chiapas,Siltepec,10.273,2302.944,538.1519999999999,13436.637999999999,273.721,221.14000000000001,452.36899999999997
Chiapas,Simojovel,9.211,2332.5,450.67400000000004,6604.4220000000005,294.777,229.797,473.887
Chiapas,Sitalá,2.415,640.212,92.075,520.355,85.486,74.18599999999998,157.03
Chiapas,Socoltenango,29.496,2348.577,915.832,2397.419,348.028,297.451,160.458
Chiapas,Solosuchiapa,2.2119999999999997,423.498,301.203,1535.679,53.961,42.28,99.98400000000001
Chiapas,Soyaló,1.8719999999999997,472.68,107.243,462.58000000000004,51.819,44.67,42.857000000000006
Chiapas,Suchiapa,7.221,1737.817,573.505,2072.031,208.171,182.48800000000003,113.765
Chiapas,Suchiate,4.554,1171.402,671.925,2089.505,159.40200000000002,140.543,99.317
Chiapas,Sunuapa,0.48799999999999993,123.43,174.51,986.702,19.84,12.86,40.751
Chiapas,Tapachula,870.905,24514.147999999997,8712.236,16586.369000000002,993.446,829.438,1576.108
Chiapas,Tapalapa,0.779,212.077,35.965,4734.554,25.825,22.231,36.375
Chiapas,Tapilula,18.873,916.433,673.837,1264.571,187.05,90.68,69.61
Chiapas,Tecpatán,8.091000000000001,2066.545,1967.937,12431.632,241.85,194.867,295.267
Chiapas,Tenejapa,8.865,2325.461,636.201,4468.871999999999,256.809,223.907,307.492
Chiapas,Teopisca,12.367,2871.343,586.653,2128.6100000000006,243.643,218.116,157.92
Chiapas,Tila,14.747,3952.417,1511.769,16195.855,507.097,426.124,660.906
Chiapas,Tonalá,30.049,6717.007,3250.684,25601.18,366.026,299.84200000000004,380.882
Chiapas,Totolapa,1.943,491.14799999999997,282.953,1074.8609999999999,67.196,57.005,57.711999999999996
Chiapas,Tumbalá,6.691,1764.511,772.106,12307.315999999999,225.341,191.513,278.794
Chiapas,Tuxtla Chico,11.065,2775.8250000000003,768.236,2079.748,231.428,205.18800000000002,188.002
Chiapas,Tuxtla Gutiérrez,281.27200000000005,49412.10600000001,9411.903,13578.568,945.36,857.818,777.2589999999999
Chiapas,Tuzantán,9.847,1921.5400000000002,814.366,2039.632,194.693,176.416,223.20100000000002
Chiapas,Tzimol,13.431,1373.611,1165.243,3703.508,182.02300000000002,160.72199999999998,108.14200000000001
Chiapas,Unión Juárez,2.516,660.123,315.895,1326.479,69.652,64.26899999999999,151.40200000000002
Chiapas,Venustiano Carranza,47.294,6053.225,4486.723,10907.81,3246.156,2045.273,331.933
Chiapas,Villa Comaltitlán,27.23,3894.343,1333.54,4700.958,389.0729999999999,329.12100000000004,278.92
Chiapas,Villa Corzo,44.881,8471.507,3243.21,29933.19,986.654,822.4399999999999,1002.42
Chiapas,Villaflores,48.453,9449.889,3327.187,14893.063,842.08,681.955,8010.464000000001
Chiapas,Yajalón,8.358,1951.471,484.072,5739.693,168.525,145.453,219.39
Chiapas,Zinacantán,12.928,3040.031,447.23799999999994,1908.499,284.426,245.988,168.02499999999998
Chiapas,Ángel Albino Corzo,9.785,2428.9700000000003,790.964,11739.806999999999,210.69299999999998,170.006,457.974
Chihuahua,Ahumada,15.204,1607.282,809.4859999999999,685.928,927.704,311.25600000000003,633.902
Chihuahua,Aldama,14.703,2000.167,849.548,1296.118,408.789,135.23,263.692
Chihuahua,Allende,1.762,96.973,222.878,333.849,246.912,66.177,103.40400000000001
Chihuahua,Aquiles Serdán,2.183,502.33400000000006,129.653,299.889,9.71,7.637,30.012999999999998
Chihuahua,Ascensión,13.445999999999998,1587.6549999999997,722.1370000000001,675.446,445.75300000000004,160.332,372.402
Chihuahua,Bachíniva,4.443,841.03,300.66999999999996,1138.015,128.879,71.808,466.28299999999996
Chihuahua,Balleza,28.183,3661.177,202.40699999999998,642.023,419.024,314.816,257.162
Chihuahua,Batopilas,12.099,1611.411,120.774,1863.763,177.735,150.152,127.62700000000001
Chihuahua,Bocoyna,46.178,6172.302000000001,887.384,1873.1769999999997,597.219,474.94599999999997,274.122
Chihuahua,Buenaventura,36.863,8394.203,564.617,1270.061,1111.024,499.726,497.414
Chihuahua,Camargo,19.833,3491.209,975.9599999999999,1247.699,657.838,139.405,302.81300000000005
Chihuahua,Carichí,27.06,3203.502,304.467,798.8230000000001,389.145,271.031,381.041
Chihuahua,Casas Grandes,24.671000000000003,2995.258,402.384,798.457,397.444,250.194,173.58700000000002
Chihuahua,Chihuahua,3429.706,99364.37700000001,26969.67,23987.897,3824.409,3121.968,1460.649
Chihuahua,Chínipas,74.71900000000001,8265.407,328.342,3214.802,839.187,711.4340000000001,159.46200000000002
Chihuahua,Coronado,0.6009999999999998,128.648,113.78,264.925,37.288,12.063,25.069000000000003
Chihuahua,Coyame del Sotol,0.9359999999999998,152.008,52.251,100.223,173.75199999999998,31.218,45.153
Chihuahua,Cuauhtémoc,114.459,16892.58,4323.053,6124.362999999999,1179.522,684.809,2886.5029999999997
Chihuahua,Cusihuiriachi,53.221,2116.939,1759.647,1379.784,2474.832,481.462,752.2460000000001
Chihuahua,Delicias,11524.42,11369.168000000001,3762.792,4973.714,996.4390000000001,643.052,2743.813
Chihuahua,Dr. Belisario Domínguez,1.345,220.63,285.273,898.115,15.26,10.496999999999998,46.616
Chihuahua,El Tule,1.415,181.335,233.118,288.71299999999997,12.166,8.966999999999999,20.991
Chihuahua,Galeana,3.404,618.436,258.824,621.454,200.684,55.178,92.829
Chihuahua,Gran Morelos,1.9829999999999999,342.773,581.62,1963.1219999999998,33.845,16.131,66.45100000000001
Chihuahua,Guachochi,43.278999999999996,6310.13,456.025,1650.529,704.296,541.88,520.366
Chihuahua,Guadalupe,5.267,837.6700000000001,272.318,257.433,49.83,23.573,36.286
Chihuahua,Guadalupe y Calvo,77.781,10071.287999999999,525.486,2032.263,1065.224,904.2159999999998,453.517
Chihuahua,Guazapares,8.398,1007.067,223.341,1146.275,112.32900000000001,89.90099999999998,88.57900000000001
Chihuahua,Guerrero,25.436,4200.116999999999,1124.588,1585.8200000000002,684.337,354.93899999999996,1237.857
Chihuahua,Gómez Farías,10.370000000000001,1742.3000000000002,784.813,2731.5699999999997,157.585,100.14200000000001,251.03400000000002
Chihuahua,Hidalgo del Parral,58.141,10816.385999999997,2062.553,3925.41,206.488,176.885,192.221
Chihuahua,Huejotitán,0.397,65.78699999999999,84.029,149.012,39.705,7.6290000000000004,18.193
Chihuahua,Ignacio Zaragoza,25.453,3041.683,435.789,1530.2800000000002,313.54699999999997,251.162,268.12199999999996
Chihuahua,Janos,154.189,17081.83,773.971,1780.798,2060.9519999999998,1520.756,640.581
Chihuahua,Jiménez,14.017,2520.9339999999997,626.699,1065.3899999999999,760.569,201.256,450.616
Chihuahua,Julimes,3.5780000000000003,567.357,152.98,212.08499999999998,214.363,47.063,122.92
Chihuahua,Juárez,499.77,101710.18099999998,32228.293,32347.782,2723.511,2424.192,1723.699
Chihuahua,La Cruz,2.189,370.807,202.913,288.794,113.11,31.158,43.148
Chihuahua,López,0.705,43.613,152.42700000000002,484.428,83.65399999999998,23.538,58.596999999999994
Chihuahua,Madera,833.391,91548.47499999999,3364.9,7581.937,9289.695000000002,7792.602,1425.603
Chihuahua,Maguarichi,8.665,988.555,79.76,754.749,105.002,87.66799999999999,36.256
Chihuahua,Manuel Benavides,0.41000000000000003,90.09700000000001,29.412999999999997,90.786,10.712,4.13,33.72
Chihuahua,Matachí,2.5859999999999994,387.59000000000003,385.463,1580.237,68.41,35.11,151.018
Chihuahua,Matamoros,3.079,381.16799999999995,283.886,255.421,42.952,21.912,49.91
Chihuahua,Meoqui,18.518000000000004,3539.3630000000003,1268.967,3097.6710000000003,227.44599999999997,91.99300000000001,517.0749999999999
Chihuahua,Morelos,4.755,770.053,69.116,812.74,79.847,70.613,57.266
Chihuahua,Moris,16.544,1987.566,130.233,1124.406,196.64200000000002,163.658,64.997
Chihuahua,Namiquipa,382.381,42642.121999999996,2031.138,4731.152,4681.786,3687.757,2053.856
Chihuahua,Nonoava,21.078999999999997,2318.6240000000003,282.561,606.071,229.905,194.791,64.18700000000001
Chihuahua,Nuevo Casas Grandes,26.106,4878.011,1232.9189999999999,1630.15,305.371,181.022,407.98999999999995
Chihuahua,Ocampo,17.229,1919.323,167.024,477.507,285.71,207.245,85.009
Chihuahua,Ojinaga,15.514999999999999,2562.339,750.72,989.7740000000001,437.93100000000004,163.33100000000002,273.195
Chihuahua,Praxedis G. Guerrero,2.22,374.861,308.03099999999995,932.717,67.75800000000001,24.748,42.449000000000005
Chihuahua,Riva Palacio,37.383,4402.853999999999,949.097,1965.059,725.187,410.677,1349.491
Chihuahua,Rosales,6.207,1204.35,421.15200000000004,782.964,159.451,50.06999999999999,387.843
Chihuahua,Rosario,0.372,67.307,128.926,325.526,16.057,10.441,43.986999999999995
Chihuahua,San Francisco de Borja,1.169,229.72,150.012,678.47,17.195999999999998,10.014999999999997,27.706
Chihuahua,San Francisco de Conchos,0.813,150.79999999999998,149.936,453.228,61.579,17.168000000000003,48.027
Chihuahua,San Francisco del Oro,2.648,480.47200000000004,137.728,282.616,390.356,14.998,22.066
Chihuahua,Santa Bárbara,4.612,786.578,340.306,499.181,44.194,28.016,67.765
Chihuahua,Santa Isabel,0.6449999999999998,57.374,280.904,1079.242,44.197,18.693,43.298
Chihuahua,Satevó,4.132,601.821,233.616,510.72,78.619,41.684000000000005,81.575
Chihuahua,Saucillo,12.048,2366.4100000000003,591.439,830.4860000000001,339.081,95.746,251.105
Chihuahua,Temósachic,36.655,4024.834,335.933,1000.635,431.445,342.984,243.25400000000002
Chihuahua,Urique,77.709,8357.640999999998,554.681,2402.129,861.9240000000001,706.9240000000001,165.56
Chihuahua,Uruachi,30.652,3540.707,229.97699999999998,3194.987,362.245,304.672,96.45299999999999
Chihuahua,Valle de Zaragoza,2.7560000000000002,575.1030000000001,158.59499999999997,252.269,52.571999999999996,27.777,62.614
Ciudad de México,Azcapotzalco,42.761,7793.253000000001,1824.082,8473.615,486.05600000000004,281.566,660.841
Ciudad de México,Benito Juárez,78.50999999999999,23781.471,5141.9220000000005,10263.833999999999,667.735,385.64000000000004,743.374
Ciudad de México,Coyoacán,126.966,30615.432,5711.101000000001,11918.264000000001,712.159,337.43100000000004,1080.94
Ciudad de México,Cuajimalpa de Morelos,46.495999999999995,16481.734,3249.634,4820.183,559.735,233.51299999999998,376.567
Ciudad de México,Cuauhtémoc,78.381,19586.631999999998,3962.8509999999997,14849.203,584.9649999999999,329.858,912.026
Ciudad de México,Gustavo A. Madero,195.775,44162.94,8821.669,21298.781,1261.2640000000001,623.399,1986.367
Ciudad de México,Iztacalco,45.134,12808.631000000001,2769.253,7787.493999999999,364.228,197.381,649.122
Ciudad de México,Iztapalapa,187.61,39205.68,9195.742,29775.864,1376.478,795.015,2927.5699999999997
Ciudad de México,La Magdalena Contreras,13.979,3901.869,705.671,2999.561,188.121,63.433,401.172
Ciudad de México,Miguel Hidalgo,76.439,23301.466,4803.581999999999,11394.714,644.943,352.30699999999996,671.533
Ciudad de México,Milpa Alta,13.353,3378.5269999999996,595.905,1967.8210000000001,726.651,200.851,353.95399999999995
Ciudad de México,Tlalpan,77.916,20477.251000000004,4265.626,12711.299,1204.699,473.867,1345.655
Ciudad de México,Tláhuac,41.461,4053.27,1357.922,5907.686,379.81899999999996,151.36,625.867
Ciudad de México,Venustiano Carranza,256.139,23072.643000000004,6083.889999999999,11143.87,656.741,358.351,744.9989999999999
Ciudad de México,Xochimilco,26.116,6021.418,1187.076,6503.786,404.877,159.75599999999997,760.022
Ciudad de México,Álvaro Obregón,90.93799999999999,25379.509,5158.4039999999995,13513.764000000001,861.963,423.449,1252.7810000000002
Coahuila,Abasolo,2.175,242.267,122.461,277.76300000000003,55.873,35.022,16.52
Coahuila,Acuña,64.95400000000001,6733.268,1853.4140000000002,4018.556,509.535,410.2509999999999,257.792
Coahuila,Allende,5.193,665.936,389.405,1207.791,76.955,39.089,42.231
Coahuila,Arteaga,44.302,3006.657,1150.174,1595.4950000000001,441.128,308.881,187.149
Coahuila,Candela,2.178,222.877,86.197,231.662,46.104,26.991,20.418
Coahuila,Castaños,12.822,1110.2640000000001,571.299,937.2239999999999,172.21699999999998,93.72300000000001,94.561
Coahuila,Cuatro Ciénegas,9.578,1080.051,453.457,438.945,192.032,117.936,140.965
Coahuila,Escobedo,1.847,123.324,186.524,374.869,23.241,17.147000000000002,18.629
Coahuila,Francisco I. Madero,22.945,3848.961,683.472,1540.3829999999998,558.365,450.57,3369.622
Coahuila,Frontera,418.43600000000004,3028.3300000000004,1379.86,3715.436,281.748,223.92,126.737
Coahuila,General Cepeda,5.109,553.903,383.01599999999996,682.862,234.915,91.044,89.165
Coahuila,Guerrero,0.898,128.766,101.18299999999999,357.003,42.769000000000005,19.528000000000002,25.653
Coahuila,Hidalgo,356.089,24.11,84.65899999999999,176.277,14.417000000000002,6.8420000000000005,8.181
Coahuila,Jiménez,3.7729999999999997,390.07099999999997,282.019,551.932,84.818,53.113,62.739999999999995
Coahuila,Juárez,0.429,71.142,58.007999999999996,162.576,7.319999999999999,5.674,14.07
Coahuila,Lamadrid,0.45599999999999985,79.077,63.007000000000005,195.815,11.013,5.48,9.079
Coahuila,Matamoros,34.777,5262.916,1298.222,3743.5820000000003,668.5959999999999,540.019,3564.073
Coahuila,Monclova,6482.02,74653.94,29041.360999999997,6648.077,14173.977,9408.052,626.352
Coahuila,Morelos,3.11,384.87,248.86399999999998,851.919,65.362,32.31,41.412
Coahuila,Múzquiz,38.384,4228.046,861.348,1360.929,366.347,275.264,186.461
Coahuila,Nadadores,5.07,647.433,227.212,660.788,75.32899999999998,54.376999999999995,35.368
Coahuila,Nava,202394.66100000002,5087.044,42200.937,1638.154,8782.944999999998,5557.9580000000005,89.0
Coahuila,Ocampo,75.72800000000001,8127.537,486.248,863.8100000000001,1236.75,767.2719999999999,209.305
Coahuila,Parras,17.938,2413.344,1041.469,1229.113,606.1959999999999,231.08700000000002,180.292
Coahuila,Piedras Negras,67.08,7117.411,2169.392,4647.991,290.563,242.867,239.54700000000003
Coahuila,Progreso,0.9449999999999998,102.141,104.34100000000001,172.387,20.823,7.855,18.218
Coahuila,Ramos Arizpe,80.75699999999999,5764.973,4728.441,4889.129,1520.761,1185.493,365.78299999999996
Coahuila,Sabinas,25.3,2886.3269999999998,1019.5680000000001,1533.674,135.578,106.47600000000001,115.94200000000001
Coahuila,Sacramento,0.5439999999999999,96.08400000000002,131.798,492.026,12.17,7.071,10.588000000000001
Coahuila,Saltillo,321.511,32995.036,10919.716,15251.056,2445.786,1971.27,1011.645
Coahuila,San Buenaventura,12.998,1630.281,297.652,459.84299999999996,146.72,103.67699999999998,71.434
Coahuila,San Juan de Sabinas,17.151999999999997,2130.1130000000003,690.313,1193.667,99.828,85.0,82.851
Coahuila,San Pedro,99.295,4368.126,1038.0469999999998,2099.091,865.1979999999999,502.21,2217.1539999999995
Coahuila,Sierra Mojada,11.221,362.528,463.64599999999996,219.875,137.064,63.285,56.739000000000004
Coahuila,Torreón,1446.7720000000002,21990.603000000003,8572.54,13017.614999999998,1374.041,1154.175,1006.8589999999999
Coahuila,Viesca,6.981,1076.842,348.218,795.772,193.03199999999998,124.348,1241.492
